employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-78103287,Dana,Smith,Female,Uasin Gishu,Kesses,2018-03-20,Finance,Accountant,Bachelor,79513,Excellent,Yes,1979-04-06,
00-73607213,Hannah,King,Female,Nairobi,Embakasi,2023-01-27,Operations,Inventory Specialist,High School,53851,Needs Improvement,No,1980-01-23,
00-29741209,Kyle,Hunter,Female,Kakamega,Kakamega,2023-05-06,Operations,Operations Analyst,Bachelor,62413,Good,No,1976-10-10,
00-55457454,Katie,Wilson,Female,Nairobi,Kasarani,2022-05-10,Operations,Logistics Coordinator,Bachelor,56203,Excellent,No,1985-04-13,
00-15379569,Matthew,Ramsey,Female,Nairobi,Dagoreti,2017-08-28,Customer Service,Customer Service Representative,High School,59883,Good,Yes,1986-12-10,
00-51350093,Susan,Collier,Female,Nairobi,Ruaraka,2015-03-17,Sales,Sales Specialist,Bachelor,53367,Good,No,1987-05-28,
00-39576862,Mark,Morgan,Female,Nairobi,Dagoreti,2019-09-19,Operations,Inventory Specialist,Bachelor,61811,Good,Yes,1991-03-12,
00-17386489,Timothy,Wells,Male,Mombasa,Nyali,2021-01-14,Operations,Inventory Specialist,Bachelor,67673,Satisfactory,Yes,1974-09-22,
00-80656754,Debbie,Olson,Female,Nairobi,Ruaraka,2017-09-01,Sales,Sales Representative,Bachelor,72394,Good,No,1991-04-09,
00-13026428,Steven,Grimes,Female,Mombasa,Changamwe,2016-12-13,IT,System Administrator,Master,98519,Good,Yes,1976-12-09,
00-21727533,Matthew,Bowers,Female,Kiambu,Thika,2024-06-09,IT,IT Support Specialist,Bachelor,58687,Good,No,1995-05-09,
00-75829146,Sarah,Brown,Male,Kakamega,Butere,2018-07-22,Customer Service,Support Specialist,Bachelor,67424,Excellent,No,1978-06-16,
00-17522583,Kevin,Hardy,Male,Kisumu,Nyalenda,2023-05-03,HR,HR Assistant,High School,65285,Good,No,1983-05-19,
00-29856967,Angela,Smith,Male,Mombasa,Kisauni,2022-08-13,IT,System Administrator,Bachelor,79947,Good,No,1981-10-27,
00-61823158,Gina,Marsh,Female,Nairobi,Ruaraka,2018-12-11,Operations,Logistics Coordinator,Bachelor,64656,Satisfactory,Yes,1974-06-03,
00-57158074,Laura,Jones,Female,Kakamega,Butere,2018-02-27,Operations,Inventory Specialist,Bachelor,63470,Good,No,1990-03-20,
00-85300576,Juan,Johnson,Male,Nakuru,Molo,2016-05-25,Operations,Inventory Specialist,High School,62793,Needs Improvement,Yes,1980-09-08,
00-65782199,Courtney,Kirby,Female,Kiambu,Kikuyu,2023-08-10,IT,Software Developer,Master,106765,Good,No,1994-07-13,
00-66885794,Catherine,Lopez,Male,Mombasa,Likoni,2022-02-15,Customer Service,Customer Service Representative,High School,54137,Good,No,1982-05-02,
00-88809974,Michelle,Walton,Male,Nairobi,Ruaraka,2020-09-30,Operations,Logistics Coordinator,Bachelor,65275,Satisfactory,Yes,1987-05-16,
00-50698994,Michaela,Mckinney,Male,Kakamega,Mumias,2019-04-16,Operations,Logistics Coordinator,Bachelor,65104,Satisfactory,No,2003-07-19,
00-18873909,Robert,Crawford,Male,Nairobi,Nairobi,2024-04-02,Sales,Sales Representative,Bachelor,79519,Needs Improvement,Yes,1981-06-29,
00-60435319,Nathan,Gallegos,Male,Nairobi,Nairobi,2016-04-27,Marketing,SEO Specialist,High School,60343,Good,No,1994-10-28,
00-46685578,Javier,Turner,Male,Bungoma,Chwele,2019-02-13,HR,HR Manager,Master,68312,Good,Yes,1971-03-06,
00-86224438,Neil,Johnson,Female,Bungoma,Naitiri,2022-03-20,Customer Service,Help Desk Technician,Bachelor,72819,Good,Yes,1975-01-14,
00-34965358,Robin,Wallace,Female,Nakuru,Njoro,2023-01-10,Sales,Sales Representative,Bachelor,76569,Good,No,1980-09-05,
00-75845287,Lauren,Stein,Male,Mombasa,Nyali,2015-03-01,Sales,Sales Consultant,Master,75762,Good,Yes,1971-03-03,
00-88545322,James,Mclean,Female,Kiambu,Ruiru,2018-10-12,Customer Service,Help Desk Technician,Bachelor,69965,Needs Improvement,No,2005-04-13,
00-72203452,Morgan,Collins,Female,Uasin Gishu,Kesses,2017-05-08,Marketing,SEO Specialist,High School,58298,Satisfactory,No,1995-03-30,
00-45255913,Douglas,Wiggins,Male,Kisumu,Kondele,2018-11-16,IT,IT Support Specialist,High School,62813,Excellent,No,1973-09-17,
00-95437748,Toni,Black,Male,Nairobi,Ruaraka,2019-02-21,IT,Software Developer,Master,81070,Good,No,2003-06-18,
00-48612968,Jamie,Johnson,Male,Uasin Gishu,Turbo,2019-05-31,Sales,Sales Specialist,Master,57071,Good,Yes,1978-05-15,
00-96541691,Jennifer,Boyd,Male,Kisumu,Kisumu,2017-01-02,Operations,Inventory Specialist,High School,56955,Satisfactory,No,1989-02-08,
00-47207440,Larry,Williams,Male,Nairobi,Dagoreti,2020-11-25,Marketing,Marketing Coordinator,Bachelor,61399,Excellent,No,2003-11-30,
00-58554539,Brooke,Miller,Female,Nairobi,Kasarani,2020-06-30,Sales,Sales Specialist,Master,76188,Good,No,1995-12-25,
00-44616300,Pamela,Garcia,Male,Kakamega,Butere,2021-10-25,IT,IT Support Specialist,Bachelor,64253,Satisfactory,Yes,1987-06-11,
00-26050250,Donna,Edwards,Female,Bungoma,Naitiri,2018-08-13,Customer Service,Customer Service Representative,High School,60905,Good,No,1984-09-01,
00-12354860,Katherine,Fowler,Female,Mombasa,Mombasa,2023-03-23,Sales,Sales Representative,Bachelor,68556,Good,Yes,1985-02-04,
00-17853132,Manuel,Lee,Female,Nakuru,Molo,2017-04-18,Customer Service,Customer Service Representative,Bachelor,63619,Good,Yes,1970-12-05,
00-28186152,Amanda,Mejia,Male,Kisumu,Nyalenda,2018-09-18,Customer Service,Help Desk Technician,Bachelor,84566,Good,Yes,1981-02-10,
00-58474537,David,Hernandez,Female,Kiambu,Limuru,2019-04-17,Finance,Financial Analyst,Master,87170,Satisfactory,No,1980-12-27,
00-48903840,Danny,Mullen,Female,Kisumu,Kisumu,2017-08-06,Operations,Inventory Specialist,High School,63437,Satisfactory,No,1961-10-05,
00-78969993,Willie,Clark,Female,Kisumu,Kondele,2017-05-17,IT,System Administrator,Master,96348,Good,No,1988-08-08,
00-22684736,Andrea,Nelson,Male,Nairobi,Embakasi,2020-09-30,Marketing,SEO Specialist,High School,59161,Good,Yes,1975-07-21,
00-53299559,Linda,Andrews,Male,Bungoma,Chwele,2023-03-08,Operations,Operations Analyst,Bachelor,64231,Satisfactory,No,2002-01-17,
00-50409241,Charles,Austin,Male,Nairobi,Embakasi,2017-05-12,Operations,Logistics Coordinator,Bachelor,65543,Good,No,1974-01-28,
00-58656970,Amber,Williams,Female,Kiambu,Limuru,2016-01-12,IT,Software Developer,Master,91157,Good,No,1979-08-02,
00-29289438,Thomas,Lowe,Female,Mombasa,Mombasa,2015-02-11,Customer Service,Support Specialist,High School,54117,Satisfactory,No,1979-04-01,
00-60065117,Patrick,Miller,Female,Kisumu,Kondele,2023-06-02,Customer Service,Support Specialist,High School,56492,Needs Improvement,No,2003-10-12,
00-31881401,Harold,Carlson,Female,Nairobi,Embakasi,2016-08-18,Sales,Sales Specialist,Master,68260,Satisfactory,No,1976-08-08,
00-39677351,Crystal,Vaughn,Female,Kakamega,Butere,2023-06-23,Customer Service,Help Desk Technician,Bachelor,81435,Good,Yes,1986-03-01,
00-80551927,Christina,Edwards,Female,Kisumu,Kisumu,2023-11-14,Customer Service,Help Desk Technician,Bachelor,81367,Satisfactory,Yes,1999-11-25,
00-25296356,James,Chang,Female,Bungoma,Bungoma,2019-11-11,Customer Service,Support Specialist,Bachelor,56345,Good,No,1997-02-05,
00-27613681,Amanda,Beltran,Female,Nairobi,Dagoreti,2024-10-20,IT,Software Developer,Bachelor,95887,Satisfactory,Yes,1994-09-13,
00-51818682,Kathy,Bradley,Male,Mombasa,Kisauni,2022-02-06,Marketing,Marketing Coordinator,Bachelor,69754,Needs Improvement,No,1985-12-16,
00-69315901,Lisa,Gillespie,Female,Bungoma,Chwele,2023-07-01,Finance,Accountant,Bachelor,63166,Good,No,1989-11-20,
00-55908520,Colton,Collins,Male,Kisumu,Kondele,2017-09-08,Sales,Sales Representative,Bachelor,62434,Satisfactory,No,2002-03-26,
00-25917805,Jennifer,Marshall,Female,Kisumu,Nyalenda,2017-03-31,Operations,Logistics Coordinator,Bachelor,53202,Satisfactory,No,1971-05-16,
00-40410305,Stacey,Thomas,Male,Nairobi,Ruaraka,2018-12-14,Customer Service,Customer Service Manager,Master,91023,Good,Yes,1986-10-31,
00-20550179,Christina,Durham,Male,Bungoma,Webuye,2019-06-02,Marketing,Marketing Coordinator,Bachelor,78831,Good,Yes,1999-02-21,
00-12524153,Isaac,Stark,Male,Nakuru,Nakuru,2023-05-09,Marketing,SEO Specialist,High School,58870,Good,No,1983-06-26,
00-36353784,Kristina,Khan,Male,Nakuru,Naivasha,2016-06-25,Customer Service,Help Desk Technician,High School,87390,Needs Improvement,No,1978-04-05,
00-89614758,Tony,Jones,Female,Bungoma,Chwele,2016-02-13,Marketing,Marketing Coordinator,Bachelor,69837,Good,No,1995-03-24,
00-15809144,Michael,Murray,Female,Kakamega,Shinyalu,2016-03-07,Marketing,SEO Specialist,High School,56720,Needs Improvement,Yes,2001-07-25,
00-22952493,Justin,Bailey,Male,Kisumu,Maseno,2023-08-12,Operations,Logistics Coordinator,Bachelor,60914,Needs Improvement,Yes,1980-11-19,
00-88866745,David,Garcia,Male,Bungoma,Naitiri,2023-11-14,Customer Service,Help Desk Technician,High School,54950,Good,No,1984-04-25,
00-57182050,Jennifer,Rodriguez,Male,Nairobi,Dagoreti,2015-08-04,Sales,Sales Representative,Bachelor,77551,Needs Improvement,Yes,1989-12-20,
00-47228730,Debra,Sparks,Male,Nairobi,Kasarani,2024-07-25,Operations,Operations Analyst,Bachelor,80546,Needs Improvement,No,1994-11-27,
00-31549640,Steven,Garza,Male,Nairobi,Embakasi,2023-04-03,Sales,Sales Specialist,PhD,60864,Satisfactory,No,1976-12-18,
00-42456869,Christine,Kelley,Female,Nairobi,Ruaraka,2020-07-06,IT,IT Support Specialist,Bachelor,59287,Excellent,No,1988-03-09,
00-87595788,Patrick,Peterson,Female,Kisumu,Milimani,2022-11-13,IT,IT Support Specialist,High School,59644,Good,No,1994-05-17,
00-35709072,Heather,Reynolds,Male,Nairobi,Embakasi,2024-06-18,Operations,Inventory Specialist,High School,60101,Excellent,Yes,1979-07-23,
00-82091897,Ashley,Peterson,Male,Nairobi,Dagoreti,2015-09-27,Customer Service,Customer Service Representative,High School,54728,Excellent,No,1986-12-29,
00-38724658,Joel,Bates,Female,Nairobi,Embakasi,2024-01-31,Customer Service,Customer Service Representative,High School,59042,Good,No,1998-12-24,
00-59185834,Jodi,Joseph,Female,Nakuru,Gilgil,2022-11-21,Customer Service,Support Specialist,High School,64286,Good,No,1968-12-17,
00-24404851,Tommy,Vargas,Female,Bungoma,Naitiri,2017-06-29,Customer Service,Support Specialist,High School,56262,Good,No,1964-11-16,
00-66920644,Mark,Davis,Male,Nakuru,Nakuru,2017-06-22,Customer Service,Customer Service Representative,High School,57658,Satisfactory,No,1984-05-17,
00-25145863,Gregory,Blanchard,Female,Nairobi,Nairobi,2022-01-28,Marketing,Marketing Coordinator,Bachelor,66253,Good,No,2002-05-29,
00-72532267,Carmen,Jennings,Female,Kisumu,Milimani,2016-08-19,Finance,Accountant,Bachelor,76092,Good,No,2001-08-02,
00-58486215,Kelsey,Gray,Male,Nairobi,Embakasi,2022-07-11,Operations,Inventory Specialist,Bachelor,69860,Needs Improvement,No,1976-02-25,
00-15450389,Deanna,Brown,Male,Kiambu,Kikuyu,2016-03-25,Operations,Logistics Coordinator,Bachelor,69262,Good,No,2002-01-07,
00-61644447,Lisa,Clay,Male,Kisumu,Kondele,2017-12-17,HR,Recruiter,High School,60397,Satisfactory,No,1994-01-11,
00-51876858,Kari,Pacheco,Male,Bungoma,Naitiri,2022-10-22,Customer Service,Support Specialist,High School,57511,Satisfactory,Yes,1994-04-25,
00-84345332,Dwayne,Hernandez,Female,Nairobi,Dagoreti,2019-07-26,IT,Software Developer,Bachelor,82777,Satisfactory,No,1963-09-07,
00-19342782,Kelly,Gilbert,Female,Mombasa,Mombasa,2023-06-23,Operations,Inventory Specialist,High School,62529,Good,No,1977-11-20,
00-59317149,James,Maldonado,Male,Nairobi,Ruaraka,2017-05-03,Customer Service,Customer Service Representative,High School,60317,Good,No,1987-06-09,
00-24115931,Kevin,Bauer,Female,Nairobi,Ruaraka,2019-09-21,IT,Software Developer,Bachelor,83783,Good,Yes,1961-09-14,
00-21409300,Kevin,Harding,Male,Nairobi,Nairobi,2016-06-17,Sales,Sales Specialist,PhD,67604,Good,No,1963-11-29,
00-89263249,Jennifer,Herman,Male,Kiambu,Limuru,2024-02-04,Customer Service,Customer Service Representative,High School,62191,Satisfactory,No,1976-01-12,
00-18685284,Brandi,Carr,Female,Nairobi,Embakasi,2018-07-18,Sales,Sales Consultant,Master,90755,Satisfactory,Yes,1987-01-05,
00-36878911,Richard,Anderson,Female,Mombasa,Likoni,2020-04-24,Marketing,Content Creator,High School,58728,Good,No,1974-06-01,
00-41255233,Bryan,Santana,Female,Nakuru,Naivasha,2023-01-21,IT,Software Developer,Master,88775,Good,Yes,1973-02-28,
00-47382097,Aaron,Castro,Female,Kisumu,Nyalenda,2022-05-20,Finance,Financial Analyst,Master,71689,Satisfactory,Yes,1990-02-28,
00-46637787,Daniel,Campbell,Male,Nairobi,Ruaraka,2022-01-13,Customer Service,Customer Service Representative,Bachelor,66066,Satisfactory,No,1986-10-31,
00-57794571,Joe,Park,Female,Kakamega,Shinyalu,2019-06-03,Sales,Sales Representative,Bachelor,69328,Good,No,1982-06-24,
00-75032899,Colleen,Joseph,Male,Uasin Gishu,Kesses,2020-06-06,Customer Service,Customer Service Representative,Bachelor,62753,Excellent,Yes,1991-07-19,
00-71020042,Patrick,Gardner,Male,Kiambu,Limuru,2016-09-14,Sales,Sales Representative,Bachelor,80683,Good,Yes,2002-03-25,
00-76742957,Glenn,Taylor,Male,Uasin Gishu,Eldoret,2017-08-04,Operations,Inventory Specialist,Bachelor,71914,Excellent,No,1986-02-24,
00-23368540,Patrick,Middleton,Male,Mombasa,Likoni,2022-11-23,Operations,Inventory Specialist,Bachelor,68213,Good,No,1978-11-15,
00-13590174,Robert,Roberts,Female,Nairobi,Dagoreti,2024-12-04,Operations,Inventory Specialist,High School,56124,Good,No,1968-05-21,
00-53883276,Elizabeth,Taylor,Female,Nakuru,Nakuru,2017-01-28,Operations,Logistics Coordinator,Bachelor,58165,Excellent,No,1995-04-12,
00-22929680,Deborah,Thomas,Female,Kisumu,Kisumu,2022-12-10,Operations,Operations Analyst,Bachelor,55590,Good,Yes,1990-04-14,
00-79786361,Tommy,Kim,Male,Mombasa,Likoni,2022-02-22,Sales,Sales Representative,Bachelor,71987,Good,Yes,1974-02-18,
00-49401349,Christopher,May,Female,Kisumu,Maseno,2022-06-11,Operations,Inventory Specialist,Bachelor,58428,Satisfactory,No,1974-08-16,
00-45120118,Michelle,English,Male,Kisumu,Maseno,2020-09-27,Operations,Inventory Specialist,High School,57148,Excellent,Yes,1986-12-10,
00-12371679,Cassandra,Simmons,Female,Mombasa,Nyali,2024-03-10,Finance,Accountant,Bachelor,58410,Satisfactory,No,1973-06-08,
00-25989909,Shawn,Coleman,Female,Mombasa,Changamwe,2018-11-15,Operations,Logistics Coordinator,Bachelor,54827,Good,No,1987-11-17,
00-60511038,Shannon,Kelly,Female,Kiambu,Thika,2019-03-14,Operations,Inventory Specialist,Bachelor,62499,Good,No,2001-08-20,
00-33738978,Roger,Smith,Female,Nairobi,Ruaraka,2020-07-12,Operations,Logistics Coordinator,Bachelor,56845,Good,Yes,1982-01-30,
00-32031067,Melanie,Young,Male,Nairobi,Embakasi,2020-07-13,Operations,Logistics Coordinator,Bachelor,65938,Satisfactory,No,1985-08-15,
00-62221499,Joseph,House,Female,Nakuru,Nakuru,2019-08-12,Sales,Sales Representative,Bachelor,60224,Good,No,1989-08-25,
00-75841004,Michael,Good,Female,Kakamega,Mumias,2022-08-09,Sales,Sales Consultant,Bachelor,65912,Good,No,1973-11-27,
00-86800757,Timothy,Richardson,Male,Bungoma,Webuye,2019-08-14,IT,System Administrator,Bachelor,97944,Good,No,1976-11-29,
00-30979701,Timothy,Vaughn,Female,Nakuru,Gilgil,2020-02-25,Customer Service,Help Desk Technician,Bachelor,80221,Excellent,No,1999-11-30,
00-76396319,Jessica,Fox,Male,Nairobi,Kasarani,2020-11-29,Customer Service,Customer Service Representative,High School,62981,Excellent,No,2003-12-04,
00-57347151,Tonya,Maxwell,Female,Kiambu,Ruiru,2022-06-30,Customer Service,Help Desk Technician,High School,62376,Satisfactory,No,1996-12-31,
00-18244186,Zachary,Mills,Female,Nairobi,Ruaraka,2015-08-25,HR,HR Assistant,High School,56428,Good,No,1975-05-03,
00-59178730,Christopher,Kennedy,Female,Kisumu,Nyalenda,2018-10-16,Customer Service,Help Desk Technician,Bachelor,54718,Good,No,1990-03-10,
00-13610435,Elizabeth,Barnett,Female,Nairobi,Embakasi,2022-09-23,IT,System Administrator,Master,77536,Satisfactory,Yes,1980-12-31,
00-61079694,Cynthia,Yates,Male,Kiambu,Limuru,2016-05-01,Marketing,Content Creator,High School,62027,Good,No,1994-06-19,
00-65288255,Chloe,Berger,Female,Kakamega,Kakamega,2018-07-27,Operations,Operations Analyst,Master,90739,Good,No,2000-01-22,
00-43234179,Kimberly,Harrison,Male,Kisumu,Kisumu,2017-07-19,Operations,Operations Analyst,Bachelor,88103,Good,No,1981-03-13,
00-21400686,Rebecca,Berry,Female,Nairobi,Ruaraka,2024-05-08,Customer Service,Customer Service Representative,High School,57265,Good,No,1993-03-09,
00-50924657,Robert,Yu,Male,Nakuru,Naivasha,2016-11-05,Operations,Operations Analyst,Master,69545,Good,Yes,1974-08-29,
00-82265081,Kenneth,Jackson,Male,Uasin Gishu,Turbo,2018-09-27,Marketing,Marketing Coordinator,Bachelor,70998,Needs Improvement,No,1968-12-05,
00-66703371,Sandra,Curry,Male,Nairobi,Embakasi,2020-10-09,Sales,Sales Manager,PhD,78888,Good,No,1988-02-19,
00-12738346,Kristen,Green,Female,Bungoma,Naitiri,2022-09-02,IT,System Administrator,Bachelor,67124,Excellent,No,1976-11-16,
00-52481834,Thomas,Jackson,Male,Nairobi,Nairobi,2018-01-21,IT,System Administrator,Master,95222,Satisfactory,Yes,1989-07-18,
00-86844836,Diana,Carter,Male,Nakuru,Gilgil,2016-10-13,Customer Service,Customer Service Representative,Bachelor,66910,Satisfactory,Yes,1973-11-15,
00-37636546,Claudia,Mitchell,Female,Kiambu,Limuru,2018-02-02,Customer Service,Support Specialist,High School,52841,Good,No,1973-04-28,
00-99575241,David,Jones,Male,Kisumu,Kisumu,2018-11-01,Finance,Financial Analyst,Bachelor,78008,Needs Improvement,No,1972-10-19,
00-58765904,Joshua,Anderson,Male,Kisumu,Maseno,2024-04-19,Customer Service,Support Specialist,Bachelor,64788,Needs Improvement,No,1992-08-19,
00-95287876,Joshua,Scott,Female,Mombasa,Kisauni,2023-10-15,Finance,Accountant,Bachelor,79685,Satisfactory,No,1985-08-26,
00-81918425,Daniel,Thompson,Male,Uasin Gishu,Soy,2017-08-18,Operations,Operations Analyst,Master,69871,Good,No,1994-01-14,
00-49905650,Joanne,Hopkins,Female,Nairobi,Embakasi,2024-05-23,IT,IT Support Specialist,Bachelor,58069,Good,No,1993-06-06,
00-40317902,Lindsey,Green,Male,Kiambu,Kiambu,2021-09-30,Operations,Inventory Specialist,High School,64643,Satisfactory,No,1992-02-18,
00-87603784,Joel,White,Female,Kisumu,Maseno,2016-07-23,IT,IT Support Specialist,High School,61200,Good,No,1972-02-03,
00-19028796,Michelle,Cooper,Male,Nairobi,Ruaraka,2020-02-02,IT,Software Developer,Bachelor,107274,Excellent,No,1974-03-04,
00-67325182,Tammy,Larson,Female,Uasin Gishu,Kesses,2017-11-16,IT,System Administrator,Bachelor,63530,Excellent,Yes,1984-05-26,
00-50513220,Eric,Crawford,Male,Kisumu,Nyalenda,2020-06-09,Customer Service,Support Specialist,High School,63876,Good,No,1987-03-19,
00-99047650,Kaylee,Young,Female,Nairobi,Ruaraka,2020-06-19,Customer Service,Customer Service Representative,Bachelor,60148,Good,No,1984-01-09,
00-63995920,Jessica,Jackson,Male,Nairobi,Embakasi,2017-08-13,Customer Service,Help Desk Technician,Bachelor,75674,Excellent,Yes,1972-02-06,
00-83492593,Jessica,Reed,Female,Kakamega,Malava,2017-09-07,Customer Service,Customer Service Representative,High School,55384,Excellent,No,1977-06-16,
00-79286427,Joseph,Weiss,Male,Nairobi,Dagoreti,2023-01-21,Marketing,Content Creator,High School,58427,Excellent,No,1987-12-12,
00-38582041,Gary,Ross,Female,Bungoma,Kimilili,2022-04-28,Customer Service,Help Desk Technician,High School,69607,Good,No,1996-10-06,
00-45961754,Thomas,Vaughan,Female,Nairobi,Kasarani,2024-12-24,Sales,Sales Representative,Bachelor,63685,Satisfactory,No,2004-01-26,
00-92466364,Amanda,James,Male,Nairobi,Dagoreti,2023-10-02,Finance,Accounts Payable Specialist,Bachelor,62960,Excellent,No,1962-01-27,
00-94122098,Peter,Baker,Male,Nairobi,Ruaraka,2016-07-25,Customer Service,Help Desk Technician,High School,56697,Good,Yes,1996-09-16,
00-72073912,Monica,Smith,Female,Kiambu,Limuru,2017-12-27,Marketing,SEO Specialist,High School,78754,Needs Improvement,Yes,1995-04-24,
00-50302318,Laura,Reyes,Male,Nairobi,Ruaraka,2023-05-03,Sales,Sales Representative,Bachelor,66707,Satisfactory,No,1995-10-16,
00-18647316,Suzanne,Vega,Female,Kisumu,Kisumu,2021-01-16,Sales,Sales Consultant,PhD,106401,Satisfactory,No,1991-01-20,
00-48526473,Connor,Schmidt,Female,Kakamega,Kakamega,2021-05-18,Operations,Operations Analyst,Bachelor,85512,Good,No,1981-01-08,
00-90696029,Stephanie,Reynolds,Male,Mombasa,Likoni,2017-12-23,Sales,Sales Specialist,Master,66447,Satisfactory,No,1973-07-26,
00-30127592,Denise,Nelson,Male,Bungoma,Naitiri,2017-04-15,Sales,Sales Representative,Bachelor,61956,Needs Improvement,No,1999-08-06,
00-51680049,Joseph,Garcia,Male,Kakamega,Malava,2019-09-12,Operations,Inventory Specialist,Bachelor,70983,Satisfactory,No,1979-10-18,
00-66642448,Breanna,Murray,Male,Kakamega,Butere,2021-09-20,Marketing,Content Creator,Bachelor,68471,Good,No,2004-10-25,
00-31388734,Kaitlyn,Navarro,Female,Nairobi,Kasarani,2017-08-17,IT,IT Support Specialist,High School,63745,Excellent,No,1986-02-11,
00-47281925,Kaylee,Meyer,Female,Nairobi,Nairobi,2022-09-21,Customer Service,Support Specialist,Bachelor,61757,Satisfactory,No,1982-12-17,
00-15668332,Hannah,White,Female,Kisumu,Milimani,2024-07-31,Marketing,Content Creator,Bachelor,65237,Excellent,Yes,1975-12-18,
00-12672106,Alex,Smith,Male,Nairobi,Embakasi,2016-01-27,Operations,Inventory Specialist,High School,59751,Good,Yes,1989-12-12,
00-90745350,Alexander,Davis,Female,Nairobi,Kasarani,2017-02-10,Customer Service,Customer Service Representative,High School,58321,Needs Improvement,No,1986-08-13,
00-58779318,Gina,Bell,Male,Nairobi,Nairobi,2022-10-09,Sales,Sales Consultant,Master,94462,Good,No,2001-11-30,
00-28865664,Justin,Lee,Female,Nakuru,Naivasha,2017-01-10,IT,IT Support Specialist,Bachelor,62461,Needs Improvement,Yes,1986-10-18,
00-77142220,Christine,Brown,Male,Mombasa,Changamwe,2024-08-18,Sales,Sales Representative,Bachelor,67528,Good,Yes,2001-02-04,
00-87902618,Diane,Houston,Female,Mombasa,Changamwe,2024-08-20,Operations,Logistics Coordinator,Bachelor,61610,Good,No,1962-05-05,
00-76632538,Danielle,Erickson,Female,Mombasa,Nyali,2023-02-16,Operations,Inventory Specialist,High School,60583,Good,No,1985-12-24,
00-26411718,Christopher,Jacobs,Male,Nairobi,Ruaraka,2023-05-27,Sales,Sales Representative,Bachelor,79658,Good,No,1971-11-09,
00-88426937,Diana,Yoder,Female,Nairobi,Nairobi,2022-08-08,Customer Service,Support Specialist,High School,55180,Excellent,No,1971-10-08,
00-41667072,Linda,Lopez,Male,Nairobi,Embakasi,2024-02-13,Sales,Sales Consultant,PhD,96488,Satisfactory,No,1981-06-24,
00-24336334,Heather,King,Male,Kakamega,Malava,2017-07-01,Operations,Operations Analyst,Master,74592,Good,Yes,1981-01-14,
00-64811239,Donna,Jones,Male,Nairobi,Nairobi,2017-06-26,Sales,Sales Consultant,Master,85860,Good,No,1963-05-06,
00-75814814,Sandra,Hill,Male,Uasin Gishu,Turbo,2020-06-14,Customer Service,Help Desk Technician,Bachelor,100942,Good,Yes,1962-08-26,
00-52478561,Heather,Contreras,Male,Mombasa,Changamwe,2020-10-26,Customer Service,Support Specialist,High School,58445,Excellent,No,2004-06-03,
00-43064092,Marcus,Martin,Male,Nairobi,Nairobi,2024-01-29,Operations,Operations Analyst,Bachelor,77240,Excellent,No,1990-01-17,
00-73783187,Joshua,Brown,Male,Kisumu,Maseno,2022-05-31,Customer Service,Support Specialist,Bachelor,61732,Good,No,1987-11-05,
00-96623797,Marvin,Brown,Male,Kiambu,Kikuyu,2024-11-11,Customer Service,Customer Service Representative,High School,59538,Good,No,1987-03-30,
00-98882124,Joseph,Alexander,Male,Bungoma,Naitiri,2023-07-10,Operations,Inventory Specialist,High School,62220,Excellent,No,1978-01-07,
00-42168745,Tiffany,Gonzalez,Female,Nakuru,Molo,2017-06-02,Operations,Logistics Coordinator,Bachelor,59476,Satisfactory,No,1987-06-24,
00-95758290,Gregory,Vasquez,Female,Kisumu,Kondele,2024-02-25,Operations,Operations Analyst,Bachelor,64554,Good,No,1989-10-16,
00-26381779,Amber,Reynolds,Male,Kiambu,Thika,2020-08-26,Sales,Sales Consultant,PhD,85715,Excellent,No,1997-06-26,
00-69378298,Dawn,Gaines,Female,Nairobi,Embakasi,2018-10-05,Sales,Sales Representative,Bachelor,72470,Satisfactory,No,1985-06-08,
00-50384524,Jonathon,Johnson,Female,Kiambu,Limuru,2016-01-28,Operations,Inventory Specialist,High School,59611,Good,Yes,1971-07-13,
00-38237596,Ashley,King,Female,Mombasa,Mombasa,2023-06-23,Finance,Financial Analyst,PhD,91919,Good,No,1965-06-06,
00-94738725,Andrew,Jimenez,Female,Kakamega,Kakamega,2018-09-11,IT,System Administrator,Bachelor,79749,Good,No,1998-03-17,
00-14547522,Danielle,Fitzpatrick,Male,Kiambu,Thika,2017-09-16,Marketing,Content Creator,High School,67831,Excellent,No,1978-06-13,
00-75993764,Peter,Hernandez,Female,Nairobi,Embakasi,2019-05-09,Operations,Operations Analyst,Bachelor,72155,Good,No,1996-10-05,
00-54657219,Rebecca,Andrews,Female,Nakuru,Molo,2022-07-20,Operations,Inventory Specialist,Bachelor,65136,Needs Improvement,Yes,1961-08-02,
00-31520919,Jasmine,Wise,Male,Nairobi,Embakasi,2022-07-05,IT,System Administrator,Master,88327,Excellent,No,1974-04-11,
00-57225359,Ryan,Anthony,Male,Nairobi,Embakasi,2019-10-31,Operations,Inventory Specialist,High School,58640,Needs Improvement,No,1998-12-03,
00-83514771,Lisa,Jones,Male,Nakuru,Gilgil,2022-03-29,Finance,Accountant,Bachelor,72673,Needs Improvement,No,1988-07-27,
00-13670974,Aaron,Finley,Female,Nairobi,Ruaraka,2022-11-14,Operations,Inventory Specialist,Bachelor,56158,Satisfactory,Yes,1997-05-27,
